revenue,rating
129706.0,5.9
0.0,5.91
0.0,6.6
0.0,8.0
2.0,5.4
17511906.0,7.3
871279.0,7.0
0.0,6.7
0.0,6.8
1000000.0,6.804
0.0,6.2
51723285.0,6.5
0.0,7.0
0.0,5.2
0.0,5.4
0.0,5.6
0.0,5.8
0.0,5.1
0.0,6.837
0.0,6.9
0.0,7.2
2405336.0,6.093
0.0,4.9
19406406.0,7.4
123820.0,4.898
0.0,2.187
221590.0,5.711
2995811.0,6.5
0.0,6.9
0.0,5.1
7243674.0,7.6
36236710.0,5.021
0.0,7.0
744816.0,5.992
0.0,7.2
0.0,4.4
49827298.0,6.403
0.0,5.292
324424.0,6.018
3476910.0,7.3
12629471.0,6.7
0.0,6.0
0.0,4.3
0.0,4.0
0.0,6.0
0.0,6.7
9116968.0,7.392
65584679.0,6.7
453708.0,6.4
0.0,7.484
0.0,6.4
3900000.0,6.2
449702.0,6.8
4404729.0,7.2
0.0,4.7
3604598.0,6.7
10522511.0,6.7
378600.0,6.4
9322895.0,5.4
636706.0,4.4
18124262.0,7.0
361960.0,6.6
0.0,4.65
0.0,7.402
346594.0,5.4
4791599.0,6.1
100297064.0,7.1
0.0,5.9
0.0,6.5
0.0,7.3
0.0,6.3
0.0,6.9
0.0,6.8
0.0,6.7
0.0,6.9
60673972.0,6.5
0.0,5.2
0.0,5.7
0.0,7.7
143485.0,6.067
0.0,6.4
6467348.0,7.1
20601987.0,6.1
0.0,7.1
0.0,4.2
0.0,6.3
98017.0,5.9
0.0,6.3
0.0,2.5
0.0,5.0
93800000.0,5.9
0.0,5.955
88335.0,5.2
0.0,6.521
0.0,7.2
0.0,4.909
11826980.0,7.058
62985.0,7.1
0.0,6.6
0.0,6.538
0.0,5.343
38000000.0,6.7
0.0,4.3
177182.0,5.212
1183258.0,6.5
0.0,6.974
8454301.0,7.029
2439448.0,5.8
0.0,6.2
0.0,4.1
50113.0,4.1
5050298.0,6.7
1083683.0,5.836
143000.0,4.4
0.0,5.8
0.0,7.258
0.0,4.9
16000000.0,5.7
22588876.0,4.6
69961.0,6.2
0.0,6.0
0.0,6.888
0.0,5.4
0.0,7.3
0.0,6.7
0.0,6.9
51138.0,5.2
0.0,5.659
8220215.0,7.3
0.0,5.8
0.0,5.0
0.0,7.4
7736632.0,7.0
2200000.0,5.8
0.0,4.2
18000.0,5.1
706546.0,6.0
0.0,5.3
0.0,6.0
0.0,7.0
0.0,5.234
0.0,5.3
0.0,5.5
0.0,5.2
0.0,6.327
0.0,5.0
0.0,6.3
0.0,6.763
0.0,6.2
24658706.0,7.6
1790061.0,6.325
55089.0,6.0
0.0,6.4
3045943.0,6.834
0.0,5.0
0.0,4.7
801206.0,6.0
15302850.0,6.1
0.0,7.2
0.0,6.9
0.0,7.027
0.0,6.2
0.0,7.2
0.0,5.863
0.0,7.7
0.0,6.2
63000.0,7.3
0.0,7.6
0.0,6.9
0.0,7.0
0.0,7.4
0.0,5.656
0.0,4.875
0.0,5.4
0.0,4.4
0.0,5.9
0.0,6.4
1163967.0,5.52
2566717.0,5.7
0.0,6.4
21409028.0,5.702
0.0,5.0
0.0,5.1
0.0,6.4
0.0,5.9
0.0,6.0
0.0,6.3
0.0,6.8
5505962.0,5.9
0.0,5.2
0.0,3.8
0.0,6.4
13851432.0,5.1
0.0,5.7
0.0,5.762
9900000.0,5.9
0.0,5.852
0.0,5.7
0.0,7.329
0.0,4.8
309973.0,6.8
520000.0,7.188
0.0,6.4
0.0,5.91
0.0,5.4
0.0,7.704
0.0,6.0
0.0,5.3
0.0,6.6
0.0,5.5
0.0,5.8
0.0,5.3
0.0,5.134
0.0,5.73
0.0,5.6
0.0,6.8
0.0,6.4
9700000.0,7.0
4427419.0,5.0
0.0,5.5
0.0,6.0
14586.0,7.1
0.0,5.821
0.0,6.5
0.0,6.026
0.0,7.1
0.0,6.3
0.0,6.9
0.0,7.0
0.0,4.4
0.0,5.5
231820.0,7.1
0.0,5.7
4000000.0,5.0
0.0,6.1
850994.0,6.119
25030264.0,6.4
187716.0,7.6
0.0,3.5
0.0,5.956
0.0,6.9
8786756.0,6.363
0.0,4.9
0.0,4.7
0.0,6.6
0.0,7.3
0.0,5.8
0.0,7.0
0.0,4.5
0.0,7.5
0.0,5.3
0.0,3.0
0.0,5.8
0.0,6.3
0.0,5.9
6933474.0,7.5
12005838.0,7.257
0.0,8.1
0.0,5.5
0.0,6.3
0.0,5.2
515065.0,6.1
0.0,7.2
0.0,6.932
0.0,6.1
500000.0,6.9
0.0,3.95
8300000.0,6.6
453079.0,5.8
8910819.0,5.3
0.0,3.4
0.0,5.986
0.0,7.027
0.0,4.4
0.0,5.573
0.0,4.8
0.0,3.7
0.0,7.1
46488.0,5.9
0.0,5.4
0.0,6.173
0.0,5.7
0.0,7.1
0.0,7.6
0.0,6.4
0.0,7.8
0.0,6.9
0.0,5.4
0.0,4.857
8101240.0,6.9
0.0,5.9
0.0,5.8
0.0,3.6
0.0,5.3
0.0,5.9
0.0,4.8
0.0,6.5
200.0,6.6
9961838.0,6.7
1309580.0,4.5
0.0,6.3
0.0,4.511
8553835.0,5.2
0.0,7.4
0.0,7.337
0.0,5.6
5380142.0,5.8
0.0,5.0
0.0,6.6
0.0,5.5
0.0,6.2
0.0,6.5
0.0,4.817
0.0,6.185
0.0,7.1
90647.0,5.2
0.0,5.5
19640073.0,4.4
0.0,6.0
0.0,6.7
0.0,7.1
9700000.0,6.701
0.0,4.882
0.0,6.1
0.0,5.0
22039646.0,5.6
0.0,7.6
0.0,7.475
0.0,4.9
0.0,6.1
0.0,5.9
0.0,5.4
0.0,5.479
0.0,5.1
0.0,5.5
0.0,6.8
0.0,5.2
0.0,7.3
0.0,5.8
0.0,7.4
0.0,5.0
0.0,7.5
5900000.0,6.0
7100000.0,5.8
0.0,6.2
622644.0,6.491
0.0,5.5
0.0,7.056
20157447.0,6.239
20000000.0,6.552
0.0,4.9
0.0,6.7
0.0,4.6
0.0,6.1
0.0,4.4
0.0,6.9
0.0,6.6
0.0,4.7
0.0,4.3
0.0,5.1
0.0,6.652
0.0,5.0
0.0,5.2
0.0,6.165
0.0,7.5
0.0,4.1
0.0,5.5
0.0,6.4
0.0,4.7
338987.0,7.3
0.0,6.8
5980.0,5.7
0.0,6.5
0.0,4.6
0.0,4.2
3770657.0,6.7
0.0,5.9
0.0,5.5
0.0,3.0
0.0,7.275
0.0,5.9
0.0,6.3
2921178.0,6.622
0.0,4.5
12971.0,6.7
0.0,6.5
0.0,7.231
0.0,5.1
0.0,6.8
0.0,6.4
0.0,6.3
0.0,4.635
0.0,6.9
0.0,7.971
6161728.0,5.5
0.0,6.3
0.0,6.5
0.0,6.5
0.0,6.8
1853321.0,6.571
0.0,7.1
0.0,6.1
0.0,7.2
20666.0,6.5
0.0,6.9
0.0,6.1
0.0,5.3
208475.0,6.5
0.0,8.3
0.0,5.8
0.0,5.7
744000.0,5.8
0.0,4.5
0.0,8.2
0.0,6.1
1700000.0,6.5
0.0,6.5
0.0,6.274
0.0,7.1
22270.0,5.1
0.0,5.2
0.0,4.4
0.0,6.071
13273759.0,6.512
0.0,5.2
0.0,6.2
0.0,8.0
33020000.0,7.5
0.0,4.3
0.0,6.0
0.0,5.5
103735.0,6.1
0.0,3.908
0.0,7.2
0.0,5.755
0.0,5.9
0.0,6.9
0.0,7.8
0.0,5.356
1132843.0,5.8
0.0,6.4
0.0,5.7
0.0,7.0
0.0,6.69
0.0,7.3
11081555.0,5.2
0.0,4.662
0.0,5.691
0.0,4.2
0.0,6.3
0.0,5.5
0.0,7.8
0.0,5.4
0.0,5.227
0.0,6.4
300849.0,6.254
24998.0,5.3
0.0,5.2
0.0,5.3
0.0,6.8
8628997.0,4.4
0.0,9.0
0.0,5.866
0.0,6.3
0.0,6.8
0.0,6.34
0.0,6.5
2.0,7.6
0.0,3.6
0.0,6.1
0.0,6.0
0.0,4.2
0.0,5.481
0.0,7.0
0.0,6.7
0.0,6.2
0.0,5.5
4800080.0,6.5
0.0,6.18
0.0,4.4
0.0,5.4
0.0,5.8
0.0,4.5
0.0,6.8
486756.0,6.0
5000000.0,5.2
0.0,6.6
0.0,5.0
416498.0,5.7
0.0,5.5
8929413.0,6.0
178174.0,6.612
0.0,6.5
0.0,4.9
0.0,5.3
12000000.0,7.6
10000.0,6.184
0.0,4.0
0.0,5.4
0.0,7.65
0.0,7.5
0.0,6.9
0.0,4.8
0.0,5.242
2800000.0,6.8
0.0,4.8
0.0,5.4
0.0,5.3
0.0,6.6
288512.0,6.104
0.0,3.2
96868.0,5.347
0.0,4.6
2700000.0,5.5
0.0,4.8
0.0,7.8
2611555.0,6.1
10000000.0,5.6
0.0,7.0
20728.0,6.6
0.0,4.0
0.0,5.9
621262.0,7.2
0.0,5.6
0.0,5.0
0.0,3.7
22212223.0,4.7
0.0,6.167
4100000.0,4.4
0.0,4.9
0.0,6.811
20000000.0,5.4
0.0,5.2
0.0,6.0
3807808.0,4.5
4214668.0,6.8
0.0,5.1
0.0,6.5
0.0,5.8
0.0,5.8
771499.0,5.738
2473891.0,7.4
0.0,4.3
0.0,7.178
0.0,5.7
0.0,7.0
0.0,6.5
0.0,4.245
0.0,4.5
0.0,6.0
2124145.0,6.5
0.0,4.2
0.0,5.7
0.0,3.8
0.0,4.5
0.0,5.7
0.0,6.7
0.0,7.2
1338132.0,6.9
0.0,6.727
0.0,6.2
12000000.0,5.9
0.0,4.6
0.0,4.3
0.0,5.5
0.0,7.1
0.0,6.823
0.0,6.013
0.0,3.9
0.0,6.2
0.0,5.0
0.0,7.0
0.0,6.0
0.0,5.9
0.0,6.0
0.0,4.8
0.0,7.2
0.0,7.0
0.0,6.5
0.0,6.1
0.0,6.7
0.0,5.0
33042.0,5.4
0.0,6.0
0.0,6.0
0.0,5.2
0.0,4.4
107742.0,7.9
0.0,5.6
0.0,6.056
0.0,7.0
5000000.0,5.9
0.0,7.3
0.0,6.4
0.0,7.238
0.0,6.6
0.0,6.6
0.0,6.3
0.0,5.8
0.0,6.1
0.0,8.2
76100000.0,5.808
0.0,7.3
0.0,6.0
0.0,5.7
0.0,4.7
0.0,6.3
0.0,5.3
0.0,5.3
0.0,3.6
0.0,6.1
0.0,6.9
0.0,3.1
0.0,4.8
0.0,5.3
0.0,5.7
0.0,3.7
0.0,2.962
3785593.0,5.5
0.0,6.224
0.0,7.2
0.0,6.1
0.0,5.8
0.0,5.167
0.0,6.6
0.0,6.4
0.0,6.3
0.0,6.1
0.0,6.4
58.0,7.2
0.0,6.3
1950000.0,7.0
0.0,6.7
0.0,7.7
0.0,5.6
0.0,5.167
0.0,5.4
0.0,6.25
399611.0,5.6
0.0,5.0
35556.0,5.4
0.0,6.4
0.0,6.9
0.0,4.8
0.0,4.7
0.0,6.9
0.0,5.6
0.0,5.8
0.0,5.8
0.0,3.821
0.0,4.393
0.0,3.707
0.0,5.9
0.0,5.6
0.0,7.379
0.0,6.4
0.0,3.5
0.0,7.2
0.0,4.6
13826.0,5.838
1341511219.0,8.089
1046721266.0,6.556
0.0,6.0
0.0,6.9
712171856.0,6.196
559852396.0,6.136
370569774.0,7.0
449326618.0,6.8
299300000.0,7.046
426590315.0,8.273
586764305.0,6.5
245700000.0,6.867
554987477.0,6.569
216600000.0,8.2
694713380.0,7.093
665692281.0,7.0
214945591.0,6.7
483866772.0,6.7
51070807.0,6.518
97231420.0,6.5
100106454.0,6.939
33750478.0,7.5
71508440.0,6.634
157887643.0,6.095
0.0,7.5
78309131.0,5.817
145079584.0,7.3
161900000.0,7.191
173900000.0,6.97
0.0,5.7
481800873.0,7.3
0.0,5.7
0.0,6.3
0.0,6.3
78100000.0,7.58
170323.0,4.8
89162162.0,6.0
98000000.0,6.7
59400000.0,7.422
10800000.0,7.5
563749323.0,5.8
132563930.0,5.008
0.0,6.5
232617430.0,7.4
149900000.0,6.18
0.0,6.7
334615000.0,7.139
226904017.0,6.0
373993951.0,6.899
211800000.0,5.799
151119219.0,7.5
9065101.0,7.2
149200000.0,6.3
149500000.0,6.7
288383523.0,6.523
147332697.0,7.302
219851172.0,5.2
0.0,6.1
23300000.0,7.842
15800000.0,6.177
19504039.0,6.9
0.0,7.174
342695435.0,5.7
3900000.0,7.777
