country,release_year,language,budget,cast_numbers,genre_numbers,director_number,first_genre,month_name,day,mean,std,var,labels
Serbia,2021.0,sr,0.0,5.0,3.0,2.0,Drama,December,20.0,0.0262,0.0657,0.0043,1.0
"Belgium, France, Germany",2021.0,fr,26000000.0,5.0,2.0,1.0,Romance,October,7.0,0.0314,0.0634,0.004,18.0
United States of America,2021.0,en,0.0,5.0,2.0,1.0,Action,April,1.0,0.0287,0.0646,0.0042,18.0
China,2021.0,zh,0.0,5.0,2.0,1.0,Drama,August,27.0,0.0227,0.067,0.0045,40.0
United States of America,2021.0,en,0.0,5.0,2.0,1.0,Comedy,May,7.0,0.0269,0.0654,0.0043,24.0
"Austria, Germany",2021.0,de,0.0,5.0,3.0,1.0,Drama,November,18.0,0.0314,0.0634,0.004,18.0
United States of America,2021.0,en,0.0,5.0,3.0,1.0,Action,October,8.0,0.0252,0.0661,0.0044,47.0
"Mexico, United States of America",2021.0,en,0.0,5.0,3.0,1.0,Adventure,May,27.0,0.0245,0.0663,0.0044,2.0
United States of America,2021.0,en,0.0,5.0,1.0,1.0,Drama,September,23.0,0.0263,0.0656,0.0043,43.0
Poland,2021.0,pl,0.0,5.0,3.0,1.0,Action,November,11.0,0.0283,0.0648,0.0042,16.0
Italy,2021.0,it,0.0,5.0,1.0,1.0,Drama,October,18.0,0.0238,0.0666,0.0044,24.0
Brazil,2021.0,pt,0.0,5.0,3.0,1.0,Comedy,January,15.0,0.0212,0.0675,0.0046,39.0
United States of America,2021.0,en,0.0,5.0,2.0,1.0,Comedy,December,23.0,0.0318,0.0631,0.004,42.0
"Canada, United States of America",2021.0,en,0.0,5.0,1.0,1.0,Drama,December,17.0,0.025,0.0661,0.0044,17.0
United States of America,2021.0,en,0.0,5.0,2.0,1.0,Horror,October,8.0,0.0217,0.0673,0.0045,51.0
Italy,2021.0,it,0.0,5.0,2.0,1.0,Drama,February,5.0,0.0255,0.066,0.0044,2.0
"Australia, France, United States of America",2021.0,en,0.0,5.0,3.0,1.0,Family,July,27.0,0.0357,0.061,0.0037,32.0
United States of America,2021.0,en,0.0,5.0,3.0,1.0,Animation,June,30.0,0.0279,0.065,0.0042,18.0
United Kingdom,2021.0,en,0.0,5.0,3.0,2.0,Animation,October,9.0,0.0172,0.0686,0.0047,10.0
India,2021.0,ta,0.0,5.0,3.0,1.0,Crime,November,2.0,0.0236,0.0666,0.0044,14.0
"Ireland, United Kingdom, United States of America",2021.0,en,0.0,5.0,2.0,1.0,Horror,March,18.0,0.0262,0.0657,0.0043,10.0
"India, Russia, United Kingdom",2021.0,hi,0.0,5.0,3.0,1.0,Crime,October,16.0,0.0275,0.0651,0.0042,26.0
United States of America,2021.0,en,0.0,5.0,2.0,1.0,Horror,October,1.0,0.0212,0.0675,0.0045,29.0
United States of America,2021.0,en,0.0,5.0,2.0,1.0,History,May,28.0,0.0268,0.0654,0.0043,56.0
Japan,2021.0,ja,0.0,5.0,1.0,1.0,Drama,February,5.0,0.0232,0.0668,0.0045,12.0
United States of America,2021.0,en,0.0,5.0,3.0,1.0,Comedy,March,3.0,0.0272,0.0653,0.0043,13.0
Japan,2021.0,ja,0.0,5.0,3.0,1.0,Action,August,27.0,0.0329,0.0626,0.0039,34.0
United States of America,2021.0,en,0.0,5.0,2.0,1.0,Horror,March,5.0,0.0216,0.0673,0.0045,45.0
France,2021.0,fr,0.0,5.0,3.0,1.0,Crime,April,2.0,0.02,0.0678,0.0046,54.0
United States of America,2021.0,en,0.0,5.0,2.0,1.0,Animation,September,21.0,0.0229,0.0669,0.0045,36.0
United States of America,2021.0,en,0.0,5.0,2.0,1.0,Animation,March,27.0,0.0253,0.066,0.0044,13.0
Netherlands,2021.0,nl,0.0,5.0,3.0,1.0,Crime,October,1.0,0.0246,0.0663,0.0044,20.0
Spain,2021.0,es,0.0,5.0,3.0,1.0,Comedy,December,3.0,0.0214,0.0674,0.0045,50.0
United States of America,2021.0,en,0.0,5.0,3.0,1.0,Action,October,29.0,0.0246,0.0663,0.0044,20.0
Philippines,2021.0,tl,0.0,5.0,2.0,1.0,Comedy,October,22.0,0.0221,0.0672,0.0045,6.0
United States of America,2021.0,en,0.0,5.0,3.0,1.0,Comedy,April,23.0,0.0319,0.0631,0.004,51.0
Spain,2021.0,es,0.0,5.0,1.0,1.0,Drama,September,24.0,0.0275,0.0651,0.0042,27.0
United States of America,2021.0,en,0.0,5.0,1.0,1.0,Horror,March,26.0,0.0276,0.0651,0.0042,21.0
United States of America,2021.0,en,0.0,5.0,3.0,1.0,Documentary,March,17.0,0.0208,0.0676,0.0046,48.0
Australia,2021.0,en,0.0,5.0,3.0,1.0,Thriller,September,30.0,0.0286,0.0647,0.0042,13.0
"China, Colombia, France, Germany, Mexico, Switzerland, Thailand, United Kingdom, United States of America",2021.0,es,0.0,5.0,3.0,1.0,Drama,September,30.0,0.0249,0.0662,0.0044,32.0
United States of America,2021.0,en,0.0,5.0,2.0,1.0,Documentary,March,1.0,0.0287,0.0646,0.0042,10.0
Brazil,2021.0,pt,0.0,5.0,2.0,1.0,Romance,November,18.0,0.0329,0.0626,0.0039,32.0
United States of America,2021.0,en,0.0,5.0,2.0,1.0,Horror,May,5.0,0.0287,0.0646,0.0042,37.0
other,2021.0,en,0.0,5.0,3.0,1.0,Horror,August,20.0,0.0225,0.0671,0.0045,57.0
United States of America,2021.0,en,0.0,1.0,2.0,1.0,Comedy,July,22.0,0.0306,0.0638,0.0041,46.0
China,2021.0,zh,0.0,5.0,2.0,1.0,Thriller,May,30.0,0.0237,0.0666,0.0044,19.0
"Japan, United States of America",2021.0,ja,0.0,5.0,4.0,1.0,Animation,June,11.0,0.0228,0.0669,0.0045,43.0
Japan,2021.0,ja,0.0,5.0,2.0,1.0,Drama,April,2.0,0.0347,0.0616,0.0038,32.0
United States of America,2021.0,en,0.0,5.0,3.0,1.0,Horror,November,19.0,0.0234,0.0667,0.0045,21.0
"United Kingdom, United States of America",2021.0,en,0.0,5.0,2.0,1.0,Documentary,August,31.0,0.0235,0.0667,0.0044,30.0
"United Kingdom, United States of America",2021.0,en,0.0,5.0,3.0,1.0,Drama,December,23.0,0.0219,0.0672,0.0045,47.0
"United Kingdom, United States of America",2021.0,en,0.0,5.0,3.0,1.0,Crime,November,5.0,0.0312,0.0635,0.004,13.0
France,2021.0,fr,17516235.0,5.0,3.0,1.0,Adventure,July,21.0,0.0219,0.0672,0.0045,57.0
"Canada, United States of America",2021.0,en,0.0,5.0,3.0,1.0,Comedy,November,4.0,0.0225,0.0671,0.0045,35.0
"United Kingdom, United States of America",2021.0,en,0.0,5.0,1.0,2.0,Documentary,October,8.0,0.0184,0.0683,0.0047,36.0
South Korea,2021.0,ko,0.0,3.0,2.0,1.0,Drama,February,9.0,0.0273,0.0652,0.0043,29.0
South Korea,2021.0,ko,0.0,4.0,2.0,1.0,Drama,December,16.0,0.0263,0.0657,0.0043,20.0
Philippines,2021.0,tl,0.0,5.0,1.0,1.0,Drama,November,12.0,0.031,0.0636,0.004,14.0
India,2021.0,ta,0.0,5.0,4.0,1.0,Action,January,13.0,0.0219,0.0672,0.0045,15.0
Japan,2021.0,ja,0.0,5.0,2.0,1.0,Drama,February,26.0,0.0253,0.066,0.0044,17.0
United States of America,2021.0,en,0.0,5.0,2.0,1.0,Animation,April,2.0,0.016,0.0689,0.0047,21.0
"Chile, Peru, Spain, United States of America",2021.0,es,0.0,5.0,3.0,1.0,Thriller,October,6.0,0.0298,0.0641,0.0041,7.0
"Canada, United States of America",2021.0,en,0.0,5.0,1.0,1.0,Drama,September,17.0,0.025,0.0661,0.0044,22.0
India,2021.0,hi,0.0,5.0,2.0,1.0,Drama,February,26.0,0.0236,0.0666,0.0044,1.0
Puerto Rico,2021.0,es,0.0,5.0,2.0,1.0,Drama,October,14.0,0.0216,0.0673,0.0045,14.0
Japan,2021.0,ja,0.0,5.0,3.0,1.0,Animation,June,4.0,0.0216,0.0673,0.0045,39.0
Spain,2021.0,es,5300000.0,5.0,2.0,1.0,Comedy,July,8.0,0.0255,0.0659,0.0043,33.0
United States of America,2021.0,en,0.0,5.0,4.0,1.0,Western,December,10.0,0.0249,0.0662,0.0044,16.0
South Korea,2021.0,ko,0.0,5.0,3.0,2.0,Action,September,15.0,0.024,0.0665,0.0044,26.0
Finland,2021.0,fi,3000000.0,5.0,1.0,1.0,Crime,October,27.0,0.0259,0.0658,0.0043,8.0
"Estonia, Finland",2021.0,fi,8476000.0,5.0,2.0,1.0,Action,November,19.0,0.0256,0.0659,0.0043,10.0
South Korea,2021.0,ko,0.0,5.0,2.0,1.0,Comedy,December,29.0,0.0308,0.0636,0.004,41.0
United States of America,2021.0,en,0.0,5.0,2.0,1.0,Action,December,3.0,0.0212,0.0675,0.0045,11.0
United States of America,2021.0,en,0.0,5.0,3.0,1.0,Horror,June,18.0,0.0254,0.066,0.0044,39.0
Japan,2021.0,ja,0.0,5.0,1.0,1.0,Drama,December,9.0,0.024,0.0665,0.0044,6.0
China,2021.0,zh,0.0,5.0,2.0,1.0,Romance,April,30.0,0.0225,0.0671,0.0045,37.0
Japan,2021.0,ja,0.0,5.0,4.0,1.0,Animation,October,8.0,0.0266,0.0655,0.0043,4.0
Japan,2021.0,ja,0.0,5.0,3.0,1.0,Horror,February,5.0,0.0219,0.0672,0.0045,43.0
Taiwan,2021.0,zh,0.0,5.0,2.0,1.0,Action,January,15.0,0.0253,0.066,0.0044,41.0
United States of America,2021.0,en,20000000.0,5.0,3.0,1.0,Crime,September,3.0,0.0263,0.0656,0.0043,25.0
Italy,2021.0,it,0.0,5.0,3.0,1.0,Romance,November,11.0,0.024,0.0665,0.0044,10.0
Turkey,2021.0,tr,0.0,5.0,2.0,1.0,Thriller,October,8.0,0.0281,0.0649,0.0042,26.0
"Austria, Germany",2021.0,de,2000000.0,5.0,3.0,1.0,Animation,June,24.0,0.03,0.064,0.0041,2.0
Poland,2021.0,pl,0.0,5.0,2.0,1.0,Romance,February,11.0,0.0234,0.0667,0.0045,11.0
Germany,2021.0,de,0.0,5.0,1.0,1.0,Thriller,August,17.0,0.0337,0.0622,0.0039,20.0
Japan,2021.0,ja,2550000.0,5.0,1.0,4.0,Animation,April,23.0,0.0183,0.0683,0.0047,45.0
"Estonia, Finland, Germany, Russia",2021.0,fi,2412000.0,5.0,1.0,1.0,Drama,October,29.0,0.0275,0.0651,0.0042,31.0
"Brazil, United States of America",2021.0,pt,0.0,5.0,2.0,1.0,Action,August,26.0,0.0277,0.0651,0.0042,48.0
Japan,2021.0,ja,0.0,5.0,6.0,3.0,Animation,November,26.0,0.0194,0.068,0.0046,14.0
Nigeria,2021.0,en,250000.0,5.0,3.0,1.0,War,November,4.0,0.0247,0.0662,0.0044,56.0
South Korea,2021.0,ko,0.0,5.0,1.0,1.0,Drama,May,19.0,0.025,0.0662,0.0044,28.0
South Korea,2021.0,ko,0.0,5.0,2.0,1.0,Drama,December,21.0,0.0295,0.0643,0.0041,30.0
United States of America,2021.0,en,0.0,5.0,3.0,1.0,Animation,August,20.0,0.0295,0.0643,0.0041,5.0
United States of America,2021.0,en,0.0,5.0,1.0,1.0,Documentary,July,16.0,0.0219,0.0672,0.0045,7.0
"India, United States of America",2021.0,en,0.0,5.0,2.0,1.0,Drama,June,11.0,0.0302,0.0639,0.0041,2.0
"Belgium, France",2021.0,fr,0.0,5.0,1.0,1.0,Comedy,October,20.0,0.0257,0.0659,0.0043,29.0
United States of America,2021.0,en,0.0,5.0,1.0,1.0,Horror,December,10.0,0.0184,0.0683,0.0047,20.0
United States of America,2021.0,en,0.0,5.0,3.0,1.0,Action,May,11.0,0.0266,0.0655,0.0043,46.0
"Colombia, United States of America",2021.0,es,0.0,5.0,4.0,1.0,Music,July,30.0,0.0259,0.0658,0.0043,10.0
"France, Iran",2021.0,fa,0.0,5.0,1.0,1.0,Drama,December,15.0,0.029,0.0645,0.0042,2.0
South Korea,2021.0,ko,0.0,5.0,2.0,1.0,Drama,February,10.0,0.0262,0.0657,0.0043,41.0
United States of America,2021.0,en,0.0,5.0,4.0,1.0,Comedy,November,18.0,0.0226,0.067,0.0045,57.0
United States of America,2021.0,en,0.0,5.0,1.0,1.0,Horror,October,19.0,0.0258,0.0658,0.0043,41.0
United States of America,2021.0,en,0.0,5.0,1.0,1.0,Documentary,January,10.0,0.0318,0.0631,0.004,13.0
Japan,2021.0,ja,0.0,5.0,4.0,1.0,Animation,August,27.0,0.0232,0.0668,0.0045,11.0
Spain,2021.0,es,0.0,5.0,1.0,1.0,Crime,October,8.0,0.028,0.0649,0.0042,21.0
Poland,2021.0,pl,0.0,5.0,2.0,1.0,Crime,June,18.0,0.0272,0.0653,0.0043,14.0
China,2021.0,zh,0.0,5.0,1.0,1.0,other,October,18.0,0.02,0.0678,0.0046,53.0
"Canada, United States of America, Poland",2021.0,en,0.0,5.0,1.0,1.0,Science Fiction,October,22.0,0.0297,0.0642,0.0041,1.0
United States of America,2021.0,en,0.0,6.0,2.0,1.0,Drama,June,4.0,0.0229,0.0669,0.0045,24.0
United Kingdom,2021.0,en,0.0,5.0,1.0,1.0,Horror,March,29.0,0.0243,0.0664,0.0044,2.0
United States of America,2021.0,en,0.0,5.0,3.0,1.0,Animation,October,7.0,0.0206,0.0676,0.0046,14.0
United States of America,2021.0,en,0.0,5.0,2.0,1.0,Family,November,26.0,0.0309,0.0636,0.004,4.0
United Kingdom,2021.0,en,0.0,5.0,1.0,1.0,Horror,June,3.0,0.0233,0.0668,0.0045,26.0
Brazil,2021.0,pt,0.0,5.0,3.0,1.0,Crime,September,24.0,0.0228,0.0669,0.0045,16.0
"Canada, Ireland, United States of America",2021.0,en,0.0,5.0,2.0,1.0,Comedy,February,12.0,0.0213,0.0674,0.0045,45.0
United States of America,2021.0,en,0.0,5.0,2.0,2.0,Horror,May,14.0,0.0255,0.066,0.0044,33.0
Brazil,2021.0,pt,0.0,5.0,3.0,1.0,Action,March,18.0,0.0201,0.0678,0.0046,28.0
United States of America,2021.0,en,0.0,5.0,2.0,1.0,Action,April,22.0,0.0212,0.0675,0.0045,47.0
Japan,2021.0,ja,0.0,5.0,3.0,1.0,Animation,January,8.0,0.0225,0.0671,0.0045,46.0
India,2021.0,ml,2111711.0,5.0,3.0,1.0,Action,December,16.0,0.0207,0.0676,0.0046,14.0
South Korea,2021.0,ko,0.0,3.0,2.0,1.0,Drama,October,7.0,0.0307,0.0637,0.0041,22.0
United States of America,2021.0,en,0.0,5.0,3.0,1.0,Action,April,16.0,0.0326,0.0628,0.0039,2.0
"France, Germany, Spain",2021.0,en,0.0,5.0,3.0,1.0,Drama,June,11.0,0.0219,0.0672,0.0045,21.0
United States of America,2021.0,en,0.0,5.0,1.0,1.0,Documentary,January,11.0,0.0339,0.062,0.0038,32.0
China,2021.0,zh,0.0,5.0,2.0,1.0,Action,November,19.0,0.0267,0.0655,0.0043,47.0
"Germany, United Kingdom, United States of America",2021.0,en,0.0,5.0,2.0,1.0,War,November,18.0,0.02,0.0678,0.0046,44.0
United States of America,2021.0,en,0.0,5.0,1.0,1.0,Documentary,June,4.0,0.0225,0.0671,0.0045,20.0
United States of America,2021.0,en,0.0,5.0,4.0,1.0,Romance,December,11.0,0.0232,0.0668,0.0045,43.0
United States of America,2021.0,en,0.0,5.0,3.0,1.0,TV Movie,May,29.0,0.0186,0.0682,0.0047,14.0
United Kingdom,2021.0,en,0.0,4.0,2.0,1.0,Science Fiction,October,19.0,0.03,0.064,0.0041,20.0
"United Kingdom, United States of America",2021.0,en,0.0,5.0,4.0,1.0,Science Fiction,December,3.0,0.028,0.0649,0.0042,57.0
United Kingdom,2021.0,en,0.0,5.0,1.0,1.0,Horror,August,19.0,0.0221,0.0672,0.0045,22.0
"Mexico, United States of America",2021.0,es,0.0,5.0,1.0,1.0,Comedy,March,12.0,0.0362,0.0607,0.0037,32.0
France,2021.0,fr,0.0,1.0,2.0,1.0,Animation,September,29.0,0.0281,0.0649,0.0042,13.0
United States of America,2021.0,en,0.0,1.0,2.0,1.0,Documentary,April,7.0,0.0235,0.0667,0.0044,11.0
United States of America,2021.0,en,5000000.0,5.0,1.0,1.0,Western,March,25.0,0.0218,0.0673,0.0045,40.0
Russia,2021.0,ru,0.0,5.0,3.0,1.0,War,August,30.0,0.0234,0.0667,0.0045,14.0
United States of America,2021.0,en,0.0,5.0,3.0,1.0,Horror,December,3.0,0.0289,0.0645,0.0042,25.0
Russia,2021.0,ru,0.0,5.0,4.0,1.0,Adventure,November,5.0,0.0192,0.0681,0.0046,20.0
"France, Germany, Russia, Switzerland",2021.0,ru,0.0,5.0,3.0,1.0,Drama,September,9.0,0.0246,0.0663,0.0044,31.0
United Kingdom,2021.0,en,0.0,5.0,1.0,1.0,Drama,September,16.0,0.0227,0.067,0.0045,57.0
"Belgium, France",2021.0,fr,0.0,5.0,2.0,1.0,Science Fiction,May,19.0,0.0306,0.0638,0.0041,18.0
"Belgium, France, Switzerland",2021.0,fr,0.0,5.0,2.0,1.0,Drama,July,21.0,0.0225,0.0671,0.0045,25.0
United States of America,2021.0,en,0.0,5.0,3.0,1.0,Drama,October,15.0,0.0194,0.068,0.0046,53.0
"Belgium, Germany, Netherlands, United Kingdom",2021.0,en,0.0,1.0,2.0,1.0,Documentary,September,3.0,0.0245,0.0663,0.0044,27.0
United States of America,2021.0,en,0.0,5.0,2.0,1.0,Action,August,27.0,0.0266,0.0655,0.0043,20.0
"Poland, Sweden",2021.0,pl,1619835.0,5.0,2.0,1.0,Drama,March,12.0,0.0265,0.0655,0.0043,13.0
Mexico,2021.0,es,0.0,5.0,1.0,1.0,Comedy,July,15.0,0.0207,0.0676,0.0046,11.0
Italy,2021.0,it,0.0,5.0,1.0,1.0,Thriller,June,7.0,0.026,0.0658,0.0043,21.0
United States of America,2021.0,en,0.0,5.0,2.0,1.0,Science Fiction,December,22.0,0.0227,0.067,0.0045,57.0
United States of America,2021.0,en,0.0,5.0,2.0,1.0,History,February,5.0,0.0283,0.0648,0.0042,33.0
"France, Italy",2021.0,fr,0.0,5.0,2.0,1.0,Comedy,May,19.0,0.0276,0.0651,0.0042,31.0
Germany,2021.0,de,0.0,5.0,2.0,1.0,Drama,July,15.0,0.0262,0.0657,0.0043,13.0
"China, United States of America",2021.0,en,0.0,5.0,4.0,1.0,Animation,August,5.0,0.0318,0.0632,0.004,2.0
Russia,2021.0,ru,0.0,5.0,3.0,1.0,War,December,2.0,0.023,0.0669,0.0045,44.0
Netherlands,2021.0,nl,0.0,5.0,4.0,1.0,War,August,13.0,0.0236,0.0667,0.0044,8.0
China,2021.0,zh,0.0,5.0,2.0,1.0,Comedy,February,12.0,0.0232,0.0668,0.0045,15.0
"United Kingdom, United States of America",2021.0,en,0.0,5.0,4.0,1.0,Documentary,June,18.0,0.0298,0.0641,0.0041,2.0
Russia,2021.0,ru,0.0,5.0,2.0,1.0,Drama,November,18.0,0.0251,0.0661,0.0044,6.0
United States of America,2021.0,en,0.0,5.0,2.0,1.0,Documentary,July,25.0,0.0301,0.064,0.0041,2.0
Spain,2021.0,es,0.0,5.0,2.0,1.0,Comedy,September,29.0,0.0301,0.064,0.0041,1.0
South Korea,2021.0,ko,0.0,5.0,4.0,1.0,Action,October,17.0,0.0219,0.0672,0.0045,2.0
United Kingdom,2021.0,en,0.0,5.0,1.0,1.0,Horror,November,26.0,0.0246,0.0663,0.0044,45.0
"United Kingdom, United States of America",2021.0,en,0.0,5.0,3.0,1.0,Action,January,14.0,0.0229,0.0669,0.0045,14.0
Italy,2021.0,it,0.0,5.0,3.0,1.0,Horror,July,29.0,0.0207,0.0676,0.0046,50.0
United States of America,2021.0,en,0.0,5.0,2.0,1.0,Drama,November,12.0,0.0249,0.0662,0.0044,39.0
United States of America,2021.0,en,0.0,5.0,2.0,1.0,Animation,October,8.0,0.024,0.0665,0.0044,5.0
Japan,2021.0,ja,0.0,5.0,2.0,1.0,Mystery,January,6.0,0.0291,0.0644,0.0042,18.0
"United Kingdom, United States of America",2021.0,en,0.0,5.0,2.0,1.0,Drama,September,10.0,0.0263,0.0656,0.0043,35.0
"Belgium, France, Germany, Italy",2021.0,fr,0.0,5.0,2.0,1.0,Comedy,August,25.0,0.0286,0.0647,0.0042,2.0
"Germany, Belgium, France, Sweden, Tunisia",2021.0,ar,0.0,5.0,1.0,1.0,Drama,March,15.0,0.0276,0.0651,0.0042,16.0
Poland,2021.0,pl,0.0,5.0,2.0,1.0,Action,July,28.0,0.0219,0.0672,0.0045,36.0
Australia,2021.0,en,0.0,5.0,2.0,1.0,Romance,April,22.0,0.024,0.0665,0.0044,43.0
"Netherlands, United States of America",2021.0,en,0.0,5.0,1.0,1.0,Documentary,August,25.0,0.0232,0.0668,0.0045,10.0
Spain,2021.0,es,0.0,5.0,2.0,1.0,Comedy,February,26.0,0.0184,0.0683,0.0047,16.0
United States of America,2021.0,en,0.0,5.0,3.0,1.0,Animation,April,16.0,0.0251,0.0661,0.0044,10.0
"South Africa, United States of America",2021.0,en,0.0,5.0,2.0,1.0,Horror,September,27.0,0.0207,0.0676,0.0046,53.0
"China, Taiwan",2021.0,zh,0.0,5.0,3.0,1.0,Mystery,January,8.0,0.0271,0.0653,0.0043,21.0
"United Kingdom, United States of America",2021.0,en,0.0,5.0,3.0,1.0,Horror,October,5.0,0.0227,0.067,0.0045,27.0
China,2021.0,zh,0.0,5.0,2.0,1.0,Crime,October,4.0,0.0287,0.0646,0.0042,35.0
"United Kingdom, United States of America",2021.0,en,0.0,5.0,2.0,3.0,Action,January,22.0,0.0254,0.066,0.0044,2.0
Norway,2021.0,no,0.0,5.0,2.0,1.0,Drama,February,21.0,0.0267,0.0655,0.0043,15.0
United Kingdom,2021.0,en,0.0,5.0,4.0,1.0,Fantasy,December,20.0,0.0144,0.0692,0.0048,10.0
Iran,2021.0,fa,0.0,4.0,2.0,1.0,Comedy,October,29.0,0.0166,0.0687,0.0047,45.0
"Austria, Germany",2021.0,de,0.0,5.0,4.0,1.0,History,September,23.0,0.025,0.0662,0.0044,20.0
United States of America,2021.0,en,0.0,5.0,1.0,1.0,Comedy,June,18.0,0.0172,0.0686,0.0047,43.0
United States of America,2021.0,en,0.0,5.0,1.0,1.0,Thriller,July,2.0,0.0232,0.0668,0.0045,44.0
United States of America,2021.0,en,12400000.0,5.0,4.0,1.0,Crime,November,5.0,0.0314,0.0633,0.004,21.0
Poland,2021.0,pl,0.0,5.0,3.0,1.0,Family,December,6.0,0.0214,0.0674,0.0045,34.0
"United Kingdom, United States of America",2021.0,en,0.0,5.0,2.0,1.0,Documentary,November,12.0,0.0254,0.066,0.0044,48.0
"Belgium, Cambodia, France, Germany, Italy, Japan",2021.0,ja,4700000.0,5.0,4.0,1.0,Drama,July,21.0,0.0196,0.0679,0.0046,4.0
"United States of America, United Kingdom",2021.0,en,0.0,5.0,1.0,1.0,Documentary,November,12.0,0.026,0.0657,0.0043,10.0
United Kingdom,2021.0,en,0.0,5.0,3.0,1.0,Horror,June,11.0,0.0292,0.0644,0.0041,23.0
India,2021.0,hi,0.0,5.0,3.0,1.0,Thriller,November,19.0,0.0226,0.067,0.0045,14.0
"United Kingdom, United States of America",2021.0,en,0.0,4.0,2.0,2.0,Music,September,3.0,0.022,0.0672,0.0045,30.0
Poland,2021.0,pl,0.0,5.0,3.0,1.0,Thriller,August,18.0,0.024,0.0665,0.0044,19.0
Belgium,2021.0,fr,1183025.0,5.0,1.0,1.0,Drama,October,20.0,0.0279,0.065,0.0042,46.0
"Italy, United States of America",2021.0,en,0.0,5.0,3.0,1.0,Action,October,1.0,0.0271,0.0653,0.0043,51.0
France,2021.0,fr,0.0,5.0,1.0,1.0,Comedy,June,16.0,0.0269,0.0654,0.0043,35.0
"China, Hong Kong",2021.0,cn,16000000.0,5.0,2.0,1.0,Thriller,November,18.0,0.0219,0.0672,0.0045,25.0
United States of America,2021.0,en,0.0,5.0,2.0,1.0,Horror,January,29.0,0.0276,0.0651,0.0042,2.0
United States of America,2021.0,en,0.0,5.0,3.0,1.0,TV Movie,December,12.0,0.0238,0.0666,0.0044,15.0
United States of America,2021.0,en,0.0,5.0,4.0,1.0,Horror,February,12.0,0.0246,0.0663,0.0044,3.0
Canada,2021.0,en,0.0,5.0,3.0,1.0,Science Fiction,November,12.0,0.0211,0.0675,0.0046,14.0
France,2021.0,fr,0.0,5.0,2.0,1.0,Music,November,24.0,0.026,0.0658,0.0043,32.0
United States of America,2021.0,en,0.0,5.0,3.0,1.0,Fantasy,September,2.0,0.0206,0.0676,0.0046,23.0
Hong Kong,2021.0,cn,10700000.0,5.0,3.0,1.0,Drama,November,12.0,0.0187,0.0682,0.0047,43.0
Germany,2021.0,en,0.0,5.0,1.0,3.0,Documentary,September,15.0,0.0195,0.068,0.0046,4.0
France,2021.0,fr,0.0,5.0,2.0,1.0,Comedy,November,17.0,0.032,0.0631,0.004,16.0
"Belgium, France",2021.0,fr,0.0,5.0,2.0,1.0,Comedy,July,18.0,0.0278,0.065,0.0042,6.0
"Germany, France",2021.0,fr,0.0,5.0,1.0,1.0,Drama,September,8.0,0.0231,0.0668,0.0045,30.0
"Belgium, France, Germany, Mexico, Sweden",2021.0,en,0.0,5.0,2.0,1.0,Drama,July,14.0,0.0207,0.0676,0.0046,46.0
other,2021.0,en,0.0,5.0,2.0,1.0,Horror,August,28.0,0.0232,0.0668,0.0045,33.0
Japan,2021.0,ja,0.0,5.0,2.0,1.0,Animation,January,1.0,0.0242,0.0664,0.0044,11.0
Canada,2021.0,en,0.0,5.0,3.0,1.0,Drama,September,23.0,0.019,0.0681,0.0046,27.0
"Denmark, Norway, Poland, Sweden",2021.0,da,0.0,5.0,2.0,1.0,History,September,16.0,0.0263,0.0656,0.0043,48.0
"France, Italy",2021.0,it,0.0,5.0,1.0,1.0,Drama,September,23.0,0.0166,0.0687,0.0047,8.0
Mexico,2021.0,es,0.0,5.0,2.0,1.0,Drama,December,10.0,0.0274,0.0652,0.0042,19.0
France,2021.0,fr,1400000.0,5.0,1.0,1.0,Comedy,June,23.0,0.0245,0.0663,0.0044,1.0
South Korea,2021.0,ko,0.0,3.0,2.0,1.0,Drama,December,23.0,0.0321,0.063,0.004,19.0
United States of America,2021.0,en,0.0,5.0,2.0,1.0,Documentary,November,19.0,0.0209,0.0675,0.0046,11.0
United Kingdom,2021.0,en,0.0,3.0,2.0,1.0,Drama,August,27.0,0.0283,0.0648,0.0042,40.0
"India, Spain",2021.0,es,0.0,5.0,4.0,1.0,Animation,June,25.0,0.0312,0.0634,0.004,18.0
Japan,2021.0,ja,0.0,5.0,1.0,2.0,Drama,December,3.0,0.0204,0.0677,0.0046,12.0
"China, United States of America",2021.0,zh,0.0,5.0,3.0,1.0,War,November,19.0,0.025,0.0661,0.0044,44.0
Denmark,2021.0,da,0.0,3.0,4.0,2.0,Animation,August,19.0,0.0285,0.0647,0.0042,18.0
India,2021.0,hi,0.0,5.0,4.0,1.0,Mystery,June,30.0,0.0224,0.0671,0.0045,28.0
United States of America,2021.0,en,0.0,5.0,3.0,1.0,TV Movie,November,20.0,0.0223,0.0671,0.0045,25.0
United States of America,2021.0,en,0.0,5.0,2.0,1.0,Horror,May,5.0,0.0201,0.0678,0.0046,10.0
Japan,2021.0,ja,0.0,5.0,4.0,1.0,Action,July,30.0,0.0219,0.0672,0.0045,48.0
"Ireland, United States of America",2021.0,en,0.0,5.0,1.0,1.0,Drama,May,27.0,0.0249,0.0662,0.0044,33.0
South Korea,2021.0,ko,0.0,5.0,1.0,1.0,Romance,December,23.0,0.0247,0.0663,0.0044,56.0
China,2021.0,zh,59000000.0,5.0,3.0,1.0,Drama,February,12.0,0.0261,0.0657,0.0043,18.0
