country,release_year,language,budget,cast_numbers,genre_numbers,director_number,first_genre,month_name,day,mean,std,var,labels
"Japan, United States of America",2010.0,en,30000000.0,5.0,5.0,1.0,Crime,March,20.0,0.0285,0.0647,0.0042,13.0
"United States of America, United Arab Emirates",2010.0,en,22000000.0,5.0,2.0,1.0,Drama,May,20.0,0.0245,0.0663,0.0044,20.0
Japan,2010.0,ja,0.0,5.0,4.0,1.0,Adventure,March,6.0,0.0231,0.0668,0.0045,38.0
United States of America,2010.0,en,8000000.0,5.0,2.0,2.0,Comedy,October,8.0,0.0182,0.0683,0.0047,44.0
United States of America,2010.0,en,0.0,5.0,1.0,1.0,Documentary,November,16.0,0.0271,0.0653,0.0043,14.0
"Canada, Sweden, United Kingdom, United States of America",2010.0,en,13000000.0,5.0,3.0,1.0,Crime,February,19.0,0.0274,0.0652,0.0043,32.0
United States of America,2010.0,en,0.0,5.0,3.0,1.0,Thriller,September,24.0,0.0325,0.0628,0.0039,19.0
"United Kingdom, United States of America",2010.0,en,25000000.0,5.0,2.0,1.0,Drama,November,10.0,0.0173,0.0686,0.0047,54.0
United States of America,2010.0,en,20000000.0,5.0,3.0,1.0,Drama,March,31.0,0.0253,0.066,0.0044,30.0
"Mexico, Spain, United States of America",2010.0,es,0.0,5.0,1.0,1.0,Drama,October,20.0,0.0288,0.0646,0.0042,5.0
"China, Hong Kong, United States of America",2010.0,zh,20000000.0,5.0,2.0,1.0,Action,February,9.0,0.0261,0.0657,0.0043,25.0
United States of America,2010.0,en,0.0,1.0,3.0,2.0,Animation,December,13.0,0.0173,0.0686,0.0047,40.0
United States of America,2010.0,en,0.0,5.0,3.0,1.0,Mystery,December,3.0,0.0238,0.0666,0.0044,12.0
South Korea,2010.0,ko,0.0,5.0,3.0,1.0,Crime,January,7.0,0.0271,0.0653,0.0043,32.0
United States of America,2010.0,en,0.0,5.0,3.0,1.0,Drama,December,6.0,0.0236,0.0667,0.0044,15.0
Germany,2010.0,de,0.0,5.0,3.0,2.0,Animation,October,7.0,0.0246,0.0663,0.0044,13.0
Brazil,2010.0,pt,12000000.0,5.0,1.0,1.0,Drama,September,3.0,0.0263,0.0656,0.0043,43.0
Japan,2010.0,ja,0.0,5.0,3.0,1.0,Animation,April,17.0,0.0227,0.067,0.0045,31.0
"Canada, United States of America",2010.0,en,0.0,5.0,2.0,1.0,Romance,March,14.0,0.0231,0.0668,0.0045,15.0
United States of America,2010.0,en,0.0,5.0,3.0,1.0,Comedy,September,17.0,0.0304,0.0638,0.0041,48.0
"France, United States of America",2010.0,en,13000000.0,5.0,4.0,2.0,Comedy,February,4.0,0.03,0.064,0.0041,26.0
United States of America,2010.0,en,11000000.0,5.0,3.0,1.0,Thriller,September,23.0,0.0164,0.0688,0.0047,39.0
"Italy, Switzerland",2010.0,it,0.0,5.0,2.0,1.0,Drama,April,30.0,0.0291,0.0645,0.0042,46.0
United States of America,2010.0,en,2500000.0,5.0,4.0,1.0,Science Fiction,February,24.0,0.025,0.0661,0.0044,29.0
United States of America,2010.0,en,20000000.0,5.0,2.0,1.0,Comedy,September,23.0,0.0258,0.0658,0.0043,16.0
"Finland, France, Norway, Sweden",2010.0,fi,0.0,5.0,2.0,1.0,Fantasy,December,3.0,0.0247,0.0662,0.0044,53.0
"France, South Korea",2010.0,ko,0.0,5.0,1.0,1.0,Drama,May,13.0,0.0213,0.0674,0.0045,16.0
"Spain, United States of America",2010.0,en,0.0,5.0,3.0,1.0,Adventure,September,10.0,0.0269,0.0654,0.0043,2.0
United States of America,2010.0,en,32000000.0,5.0,3.0,1.0,Comedy,August,27.0,0.0299,0.0641,0.0041,5.0
Japan,2010.0,ja,0.0,5.0,3.0,1.0,Action,April,24.0,0.0151,0.0691,0.0048,2.0
United States of America,2010.0,en,0.0,5.0,4.0,1.0,Animation,December,21.0,0.0201,0.0678,0.0046,10.0
France,2010.0,fr,25000000.0,5.0,2.0,1.0,Comedy,October,20.0,0.0271,0.0653,0.0043,5.0
"France, United Kingdom",2010.0,en,3900000.0,5.0,3.0,1.0,Comedy,May,7.0,0.0247,0.0663,0.0044,14.0
"Hong Kong, China",2010.0,cn,0.0,5.0,4.0,1.0,Drama,September,1.0,0.0222,0.0671,0.0045,2.0
"France, Germany, Spain, Thailand, United Kingdom, United States of America",2010.0,th,0.0,5.0,2.0,1.0,Drama,June,25.0,0.0264,0.0656,0.0043,21.0
United States of America,2010.0,en,0.0,5.0,2.0,1.0,Drama,March,12.0,0.0236,0.0667,0.0044,36.0
United States of America,2010.0,en,69000000.0,5.0,1.0,1.0,Comedy,July,30.0,0.0293,0.0644,0.0041,25.0
"France, United States of America",2010.0,en,7000000.0,5.0,2.0,1.0,Drama,November,5.0,0.0279,0.065,0.0042,36.0
Italy,2010.0,it,0.0,5.0,2.0,1.0,Animation,October,29.0,0.0293,0.0644,0.0041,13.0
South Korea,2010.0,ko,0.0,5.0,3.0,1.0,Drama,December,22.0,0.0255,0.066,0.0044,23.0
"Canada, Germany, United States of America",2010.0,en,10000000.0,5.0,4.0,1.0,Action,June,10.0,0.027,0.0654,0.0043,33.0
United States of America,2010.0,en,0.0,5.0,4.0,1.0,Drama,May,9.0,0.0325,0.0628,0.0039,21.0
"France, United Kingdom",2010.0,en,8000000.0,5.0,2.0,1.0,Action,June,17.0,0.0308,0.0637,0.0041,21.0
United States of America,2010.0,en,0.0,5.0,2.0,1.0,Drama,October,10.0,0.0235,0.0667,0.0044,34.0
"Denmark, Sweden, Germany",2010.0,sv,0.0,5.0,3.0,1.0,Drama,January,15.0,0.0256,0.0659,0.0043,24.0
"France, Germany, Hungary",2010.0,fr,20000000.0,5.0,3.0,1.0,Drama,March,10.0,0.0168,0.0687,0.0047,14.0
"France, United States of America",2010.0,fr,3100000.0,5.0,3.0,2.0,Action,February,10.0,0.0258,0.0658,0.0043,14.0
United States of America,2010.0,en,22000000.0,5.0,3.0,2.0,Horror,March,27.0,0.0226,0.067,0.0045,8.0
Italy,2010.0,it,3600000.0,5.0,2.0,1.0,Drama,March,19.0,0.0267,0.0655,0.0043,20.0
South Korea,2010.0,ko,4000000.0,5.0,2.0,1.0,Thriller,May,13.0,0.0303,0.0639,0.0041,51.0
"United States of America, Canada",2010.0,en,0.0,5.0,4.0,1.0,Family,October,22.0,0.0207,0.0676,0.0046,34.0
Japan,2010.0,ja,0.0,5.0,2.0,1.0,Horror,December,3.0,0.0319,0.0631,0.004,2.0
"Algeria, Belgium, France, Italy, Tunisia",2010.0,fr,30000000.0,5.0,4.0,1.0,Action,September,21.0,0.0251,0.0661,0.0044,2.0
United States of America,2010.0,en,25000000.0,5.0,2.0,1.0,Horror,October,8.0,0.0207,0.0676,0.0046,2.0
France,2010.0,fr,0.0,5.0,2.0,1.0,Comedy,December,8.0,0.015,0.0691,0.0048,30.0
Japan,2010.0,ja,0.0,5.0,5.0,1.0,Action,September,18.0,0.0335,0.0622,0.0039,2.0
United States of America,2010.0,en,650000.0,5.0,3.0,1.0,Drama,September,30.0,0.0285,0.0647,0.0042,10.0
United States of America,2010.0,is,0.0,5.0,4.0,1.0,Action,May,28.0,0.0214,0.0674,0.0045,35.0
Canada,2010.0,en,0.0,5.0,5.0,1.0,Science Fiction,December,11.0,0.0296,0.0642,0.0041,10.0
United States of America,2010.0,en,0.0,5.0,2.0,1.0,Drama,June,27.0,0.0158,0.0689,0.0048,36.0
United States of America,2010.0,en,15000000.0,5.0,2.0,1.0,Comedy,July,23.0,0.0306,0.0638,0.0041,20.0
Switzerland,2010.0,de,0.0,5.0,3.0,1.0,Thriller,September,23.0,0.0313,0.0634,0.004,5.0
"Japan, Netherlands",2010.0,ja,0.0,5.0,2.0,1.0,Drama,September,30.0,0.0221,0.0672,0.0045,22.0
United Kingdom,2010.0,en,0.0,5.0,2.0,1.0,Comedy,July,14.0,0.0204,0.0677,0.0046,44.0
"Canada, Australia",2010.0,en,5000000.0,5.0,2.0,1.0,Science Fiction,August,4.0,0.024,0.0665,0.0044,10.0
Japan,2010.0,ja,0.0,5.0,4.0,1.0,Action,April,24.0,0.0314,0.0633,0.004,5.0
India,2010.0,ta,26400000.0,5.0,2.0,1.0,Action,October,1.0,0.0298,0.0641,0.0041,33.0
"Hong Kong, China, Singapore",2010.0,zh,20000000.0,5.0,3.0,1.0,Drama,February,4.0,0.0216,0.0673,0.0045,24.0
United States of America,2010.0,en,22000000.0,5.0,4.0,1.0,Drama,October,7.0,0.0305,0.0638,0.0041,10.0
"Netherlands, Belgium",2010.0,nl,0.0,5.0,1.0,1.0,Thriller,December,16.0,0.0304,0.0638,0.0041,47.0
United States of America,2010.0,en,10000000.0,5.0,2.0,1.0,Comedy,April,16.0,0.0238,0.0666,0.0044,38.0
United States of America,2010.0,en,15000000.0,5.0,1.0,1.0,Drama,October,21.0,0.0282,0.0649,0.0042,11.0
"Germany, France, Hungary",2010.0,en,3100000.0,5.0,2.0,1.0,Romance,July,15.0,0.0211,0.0675,0.0046,19.0
United States of America,2010.0,en,0.0,5.0,3.0,1.0,Horror,October,18.0,0.0251,0.0661,0.0044,14.0
United States of America,2010.0,en,0.0,5.0,5.0,1.0,Animation,November,26.0,0.0269,0.0654,0.0043,27.0
"Canada, United States of America",2010.0,en,2300000.0,5.0,3.0,1.0,Action,October,11.0,0.0301,0.064,0.0041,21.0
United States of America,2010.0,en,0.0,5.0,3.0,1.0,Comedy,March,26.0,0.0216,0.0673,0.0045,21.0
"China, Hong Kong",2010.0,zh,25000000.0,5.0,3.0,1.0,Action,February,14.0,0.0287,0.0646,0.0042,10.0
United States of America,2010.0,en,0.0,5.0,2.0,1.0,Romance,May,14.0,0.0327,0.0627,0.0039,46.0
"France, Italy, Japan, United States of America",2010.0,en,8000000.0,5.0,1.0,1.0,Drama,September,3.0,0.0216,0.0673,0.0045,45.0
Australia,2010.0,en,7000000.0,5.0,2.0,1.0,Drama,May,13.0,0.0144,0.0692,0.0048,54.0
"Canada, United States of America",2010.0,en,0.0,5.0,3.0,1.0,Mystery,April,1.0,0.0277,0.0651,0.0042,23.0
United Kingdom,2010.0,en,5773100.0,5.0,3.0,2.0,Music,May,19.0,0.0216,0.0673,0.0045,33.0
Mexico,2010.0,es,0.0,5.0,2.0,1.0,Drama,May,17.0,0.0309,0.0636,0.004,20.0
United States of America,2010.0,en,0.0,5.0,3.0,1.0,Mystery,April,20.0,0.0182,0.0683,0.0047,51.0
United States of America,2010.0,en,3500000.0,5.0,2.0,1.0,Comedy,July,9.0,0.0281,0.0649,0.0042,35.0
United States of America,2010.0,en,30000000.0,5.0,1.0,1.0,Drama,October,28.0,0.0246,0.0663,0.0044,23.0
"India, New Zealand, South Korea, United States of America",2010.0,en,42000000.0,5.0,5.0,1.0,Adventure,December,1.0,0.0189,0.0682,0.0046,43.0
"France, United Kingdom",2010.0,fr,18000000.0,5.0,2.0,1.0,Animation,June,16.0,0.0212,0.0675,0.0045,39.0
United States of America,2010.0,en,3000000.0,5.0,3.0,2.0,Action,April,10.0,0.018,0.0684,0.0047,54.0
"Canada, France, United Kingdom",2010.0,en,0.0,5.0,1.0,1.0,Drama,April,24.0,0.0206,0.0676,0.0046,53.0
United States of America,2010.0,en,0.0,5.0,2.0,1.0,Animation,November,2.0,0.0267,0.0655,0.0043,27.0
"France, United States of America",2010.0,fr,8700000.0,5.0,2.0,1.0,Romance,March,17.0,0.0249,0.0662,0.0044,27.0
Japan,2010.0,ja,0.0,5.0,3.0,1.0,Animation,July,31.0,0.0232,0.0668,0.0045,1.0
"Denmark, Sweden",2010.0,da,15000000.0,5.0,1.0,1.0,Drama,August,26.0,0.0237,0.0666,0.0044,44.0
United States of America,2010.0,en,31000000.0,5.0,1.0,1.0,Drama,January,21.0,0.0312,0.0634,0.004,2.0
Japan,2010.0,ja,0.0,5.0,1.0,1.0,Drama,January,30.0,0.034,0.062,0.0038,7.0
"Canada, United States of America",2010.0,en,32000000.0,5.0,4.0,1.0,Action,March,18.0,0.0265,0.0655,0.0043,14.0
"France, Germany",2010.0,fr,14734000.0,5.0,4.0,1.0,Action,November,3.0,0.0238,0.0666,0.0044,13.0
"United Kingdom, United States of America",2010.0,en,0.0,5.0,1.0,1.0,Documentary,March,5.0,0.0306,0.0638,0.0041,2.0
United States of America,2010.0,en,0.0,5.0,1.0,1.0,Horror,July,27.0,0.0341,0.062,0.0038,19.0
United States of America,2010.0,en,2000000.0,5.0,2.0,1.0,Crime,July,16.0,0.0372,0.0601,0.0036,18.0
"United States of America, France",2010.0,en,0.0,5.0,3.0,1.0,Comedy,October,6.0,0.0347,0.0616,0.0038,36.0
United States of America,2010.0,en,0.0,4.0,2.0,2.0,War,June,25.0,0.0259,0.0658,0.0043,3.0
United States of America,2010.0,en,20000000.0,5.0,2.0,1.0,Drama,September,30.0,0.0295,0.0642,0.0041,19.0
United States of America,2010.0,en,7500.0,5.0,2.0,1.0,Action,June,8.0,0.0356,0.0611,0.0037,51.0
United States of America,2010.0,en,0.0,4.0,3.0,2.0,Animation,December,13.0,0.028,0.0649,0.0042,29.0
United States of America,2010.0,en,0.0,5.0,2.0,1.0,Comedy,August,24.0,0.0314,0.0634,0.004,33.0
"United States of America, Bulgaria",2010.0,en,2500000.0,5.0,4.0,1.0,Horror,October,6.0,0.0302,0.0639,0.0041,7.0
"Canada, United States of America",2010.0,en,4000000.0,5.0,4.0,1.0,Horror,May,6.0,0.0206,0.0676,0.0046,12.0
United States of America,2010.0,en,0.0,5.0,3.0,1.0,Mystery,October,1.0,0.0234,0.0667,0.0045,14.0
France,2010.0,fr,0.0,5.0,1.0,1.0,Comedy,November,10.0,0.0295,0.0643,0.0041,25.0
United States of America,2010.0,en,100000.0,5.0,3.0,1.0,Action,December,21.0,0.0287,0.0646,0.0042,2.0
United States of America,2010.0,en,25000000.0,5.0,3.0,1.0,Thriller,September,1.0,0.0227,0.067,0.0045,37.0
"Spain, United Kingdom, United States of America",2010.0,en,22000000.0,5.0,3.0,1.0,Comedy,September,22.0,0.0317,0.0632,0.004,19.0
United Kingdom,2010.0,en,0.0,5.0,4.0,1.0,Drama,December,30.0,0.0278,0.065,0.0042,22.0
United Kingdom,2010.0,en,0.0,5.0,2.0,1.0,Science Fiction,December,25.0,0.0259,0.0658,0.0043,5.0
United States of America,2010.0,en,400.0,5.0,3.0,1.0,Drama,February,14.0,0.0255,0.0659,0.0043,40.0
France,2010.0,fr,10000000.0,5.0,2.0,1.0,Drama,September,16.0,0.0337,0.0622,0.0039,41.0
"Germany, France",2010.0,en,18000000.0,5.0,4.0,1.0,Crime,July,7.0,0.0235,0.0667,0.0044,7.0
"Canada, Germany",2010.0,en,0.0,5.0,3.0,1.0,Drama,September,13.0,0.0297,0.0642,0.0041,49.0
United States of America,2010.0,en,3000000.0,5.0,2.0,2.0,Drama,April,9.0,0.0279,0.065,0.0042,21.0
Australia,2010.0,en,5000000.0,5.0,2.0,1.0,Crime,June,3.0,0.027,0.0654,0.0043,32.0
Canada,2010.0,en,0.0,5.0,2.0,1.0,Family,October,12.0,0.0298,0.0641,0.0041,10.0
"China, Hong Kong",2010.0,zh,13000000.0,5.0,4.0,1.0,Action,September,18.0,0.0237,0.0666,0.0044,6.0
France,2010.0,fr,0.0,5.0,1.0,1.0,Documentary,September,22.0,0.0302,0.0639,0.0041,24.0
United States of America,2010.0,en,1000000.0,5.0,5.0,1.0,Fantasy,January,26.0,0.0189,0.0681,0.0046,36.0
Japan,2010.0,ja,0.0,5.0,4.0,1.0,Action,May,15.0,0.0202,0.0678,0.0046,14.0
United States of America,2010.0,en,0.0,5.0,1.0,1.0,Comedy,August,20.0,0.0257,0.0659,0.0043,33.0
United Kingdom,2010.0,en,0.0,5.0,2.0,1.0,Animation,December,10.0,0.0241,0.0665,0.0044,47.0
"Canada, United States of America",2010.0,en,0.0,5.0,4.0,1.0,Family,March,26.0,0.0246,0.0663,0.0044,49.0
Australia,2010.0,en,7347125.0,5.0,3.0,1.0,Drama,April,15.0,0.0243,0.0664,0.0044,4.0
France,2010.0,fr,0.0,5.0,2.0,1.0,Drama,June,2.0,0.0158,0.0689,0.0048,36.0
Japan,2010.0,ja,0.0,5.0,3.0,1.0,Animation,August,21.0,0.0343,0.0618,0.0038,26.0
"France, Germany",2010.0,de,0.0,5.0,4.0,1.0,Fantasy,October,28.0,0.0305,0.0638,0.0041,5.0
"Germany, South Africa, United States of America",2010.0,en,0.0,5.0,3.0,1.0,Adventure,November,13.0,0.0259,0.0658,0.0043,31.0
"France, Monaco, Spain, Switzerland, United States of America",2010.0,en,0.0,5.0,2.0,1.0,Documentary,January,22.0,0.0189,0.0681,0.0046,14.0
United States of America,2010.0,en,4500000.0,5.0,2.0,1.0,Drama,September,10.0,0.0263,0.0656,0.0043,2.0
United States of America,2010.0,en,10000.0,5.0,3.0,1.0,Romance,February,27.0,0.0261,0.0657,0.0043,2.0
United States of America,2010.0,en,10000000.0,5.0,1.0,1.0,Comedy,June,3.0,0.0225,0.067,0.0045,53.0
United States of America,2010.0,en,10000000.0,5.0,3.0,1.0,Music,March,19.0,0.0244,0.0664,0.0044,3.0
Japan,2010.0,ja,0.0,5.0,4.0,1.0,Thriller,November,6.0,0.0324,0.0629,0.004,17.0
United States of America,2010.0,en,0.0,5.0,3.0,1.0,Crime,June,1.0,0.0219,0.0672,0.0045,56.0
Japan,2010.0,ja,0.0,5.0,2.0,1.0,Fantasy,December,23.0,0.0216,0.0673,0.0045,27.0
United States of America,2010.0,en,35000000.0,5.0,2.0,1.0,Family,April,30.0,0.0291,0.0645,0.0042,1.0
Japan,2010.0,ja,0.0,5.0,3.0,1.0,Animation,March,13.0,0.0282,0.0648,0.0042,10.0
United States of America,2010.0,en,4500000.0,5.0,2.0,1.0,Comedy,April,16.0,0.0235,0.0667,0.0044,36.0
India,2010.0,hi,0.0,5.0,3.0,1.0,Drama,May,21.0,0.0195,0.068,0.0046,24.0
United States of America,2010.0,en,0.0,5.0,4.0,1.0,Fantasy,October,30.0,0.025,0.0662,0.0044,15.0
Japan,2010.0,ja,12000000.0,5.0,4.0,1.0,Science Fiction,December,1.0,0.0252,0.0661,0.0044,13.0
"United States of America, Canada",2010.0,en,8500000.0,5.0,2.0,1.0,Horror,June,15.0,0.0227,0.067,0.0045,32.0
Australia,2010.0,en,0.0,5.0,3.0,1.0,Action,November,5.0,0.0298,0.0641,0.0041,35.0
Sweden,2010.0,sv,0.0,5.0,2.0,1.0,Comedy,September,3.0,0.024,0.0665,0.0044,27.0
United Kingdom,2010.0,en,7200000.0,5.0,3.0,1.0,Comedy,October,1.0,0.0202,0.0678,0.0046,12.0
United States of America,2010.0,en,0.0,5.0,2.0,1.0,Animation,October,8.0,0.0201,0.0678,0.0046,12.0
United States of America,2010.0,en,0.0,5.0,2.0,1.0,Animation,May,26.0,0.0274,0.0652,0.0042,28.0
United States of America,2010.0,en,1300000.0,5.0,1.0,1.0,Comedy,June,8.0,0.0306,0.0638,0.0041,22.0
United States of America,2010.0,en,1000000.0,5.0,2.0,1.0,Thriller,January,28.0,0.0168,0.0687,0.0047,28.0
United States of America,2010.0,en,0.0,5.0,1.0,1.0,Drama,September,9.0,0.0242,0.0664,0.0044,25.0
New Zealand,2010.0,en,0.0,5.0,2.0,1.0,Drama,March,25.0,0.0297,0.0642,0.0041,28.0
"Germany, Italy",2010.0,it,4000000.0,5.0,1.0,1.0,Comedy,October,1.0,0.026,0.0658,0.0043,32.0
United States of America,2010.0,en,500000.0,5.0,3.0,1.0,Comedy,July,1.0,0.0289,0.0645,0.0042,23.0
Canada,2010.0,en,0.0,5.0,3.0,1.0,Drama,November,13.0,0.0179,0.0684,0.0047,38.0
"Canada, United States of America",2010.0,en,0.0,5.0,1.0,1.0,Drama,February,9.0,0.0261,0.0657,0.0043,15.0
India,2010.0,hi,2800000.0,5.0,2.0,1.0,Romance,February,26.0,0.0212,0.0675,0.0045,8.0
"Taiwan, United States of America",2010.0,en,7000000.0,5.0,1.0,1.0,Drama,January,22.0,0.0242,0.0664,0.0044,22.0
"Belarus, Russia",2010.0,ru,8500000.0,5.0,4.0,1.0,War,November,4.0,0.0239,0.0666,0.0044,14.0
"Romania, United States of America",2010.0,en,10000000.0,5.0,1.0,1.0,Action,October,19.0,0.032,0.0631,0.004,32.0
"Belgium, France, Italy, Spain",2010.0,es,7000000.0,5.0,5.0,1.0,Adventure,December,17.0,0.0217,0.0673,0.0045,16.0
United States of America,2010.0,en,700000.0,5.0,3.0,1.0,Drama,July,30.0,0.026,0.0658,0.0043,8.0
Hong Kong,2010.0,cn,0.0,5.0,1.0,1.0,Horror,April,25.0,0.024,0.0665,0.0044,30.0
United States of America,2010.0,en,10000000.0,5.0,2.0,1.0,Action,May,21.0,0.0238,0.0666,0.0044,28.0
United States of America,2010.0,en,2000000.0,5.0,1.0,2.0,Comedy,September,24.0,0.0306,0.0637,0.0041,35.0
"United Kingdom, United States of America",2010.0,en,8000000.0,5.0,2.0,1.0,Drama,November,5.0,0.0212,0.0675,0.0046,34.0
United States of America,2010.0,en,0.0,5.0,1.0,1.0,Drama,October,29.0,0.0287,0.0646,0.0042,44.0
Germany,2010.0,de,0.0,5.0,3.0,1.0,Music,October,7.0,0.0267,0.0655,0.0043,4.0
United States of America,2010.0,en,0.0,5.0,5.0,1.0,Fantasy,November,24.0,0.0285,0.0647,0.0042,27.0
"India, United Kingdom, United States of America",2010.0,en,20000000.0,5.0,3.0,1.0,Drama,September,11.0,0.0253,0.066,0.0044,20.0
United Kingdom,2010.0,en,10000000.0,5.0,4.0,1.0,Comedy,October,29.0,0.0213,0.0674,0.0045,38.0
"China, Hong Kong",2010.0,zh,25000000.0,5.0,1.0,1.0,Drama,July,22.0,0.0194,0.068,0.0046,14.0
Spain,2010.0,es,0.0,5.0,2.0,1.0,Horror,January,22.0,0.029,0.0645,0.0042,9.0
United Kingdom,2010.0,en,0.0,5.0,2.0,2.0,Drama,April,14.0,0.0331,0.0625,0.0039,5.0
France,2010.0,fr,4600000.0,5.0,3.0,1.0,Drama,November,24.0,0.033,0.0625,0.0039,18.0
United States of America,2010.0,en,0.0,5.0,4.0,1.0,Animation,November,2.0,0.0228,0.0669,0.0045,2.0
South Korea,2010.0,ko,0.0,5.0,4.0,1.0,Drama,July,14.0,0.0231,0.0668,0.0045,31.0
France,2010.0,fr,0.0,5.0,1.0,1.0,Drama,March,24.0,0.021,0.0675,0.0046,10.0
United States of America,2010.0,en,0.0,5.0,2.0,1.0,Family,May,4.0,0.0304,0.0638,0.0041,35.0
"Hong Kong, China",2010.0,zh,0.0,5.0,2.0,2.0,Action,November,25.0,0.0274,0.0652,0.0042,24.0
United States of America,2010.0,en,20000000.0,5.0,2.0,1.0,Comedy,April,2.0,0.0254,0.066,0.0044,39.0
United States of America,2010.0,en,10000000.0,5.0,2.0,1.0,Action,July,30.0,0.0321,0.063,0.004,22.0
Canada,2010.0,en,0.0,5.0,2.0,1.0,Drama,September,21.0,0.0203,0.0677,0.0046,14.0
United States of America,2010.0,en,0.0,5.0,5.0,2.0,Animation,February,16.0,0.0237,0.0666,0.0044,24.0
United States of America,2010.0,en,4000000.0,5.0,2.0,1.0,Drama,September,12.0,0.0204,0.0677,0.0046,41.0
United States of America,2010.0,en,0.0,5.0,2.0,1.0,Drama,May,3.0,0.0265,0.0655,0.0043,46.0
"Canada, France, Germany, United Kingdom, United States of America",2010.0,en,0.0,5.0,1.0,1.0,Documentary,November,3.0,0.0235,0.0667,0.0044,12.0
United States of America,2010.0,en,15000000.0,5.0,3.0,1.0,Drama,December,22.0,0.0287,0.0646,0.0042,6.0
"Norway, France, Sweden, Poland",2010.0,no,10000000.0,5.0,2.0,1.0,Drama,December,16.0,0.0303,0.0639,0.0041,47.0
United States of America,2010.0,en,0.0,5.0,3.0,1.0,TV Movie,September,25.0,0.02,0.0678,0.0046,11.0
United States of America,2010.0,en,0.0,5.0,5.0,1.0,Fantasy,November,6.0,0.0334,0.0623,0.0039,38.0
France,2010.0,fr,500000.0,5.0,5.0,1.0,Comedy,November,9.0,0.0267,0.0655,0.0043,10.0
South Korea,2010.0,ko,0.0,5.0,3.0,1.0,Thriller,November,10.0,0.0242,0.0664,0.0044,23.0
Japan,2010.0,ja,0.0,1.0,1.0,1.0,Documentary,January,7.0,0.0294,0.0643,0.0041,32.0
"Germany, South Africa, United States of America",2010.0,en,4400000.0,5.0,3.0,1.0,Horror,May,12.0,0.0225,0.0671,0.0045,47.0
France,2010.0,fr,28000000.0,5.0,1.0,1.0,Comedy,December,20.0,0.0195,0.068,0.0046,10.0
China,2010.0,zh,22000000.0,5.0,2.0,1.0,Drama,February,11.0,0.034,0.062,0.0038,32.0
United States of America,2010.0,en,0.0,5.0,2.0,1.0,Comedy,January,8.0,0.0272,0.0653,0.0043,7.0
"Belgium, France",2010.0,fr,0.0,5.0,3.0,1.0,Drama,December,22.0,0.0324,0.0629,0.004,37.0
"Spain, United Kingdom",2010.0,es,0.0,5.0,3.0,3.0,Animation,November,19.0,0.0241,0.0665,0.0044,46.0
"United States of America, Canada",2010.0,en,0.0,5.0,3.0,1.0,Action,February,9.0,0.0323,0.0629,0.004,21.0
United States of America,2010.0,en,12500000.0,5.0,1.0,1.0,Drama,October,15.0,0.0325,0.0628,0.0039,36.0
Canada,2010.0,fr,464229.0,5.0,2.0,1.0,Drama,September,29.0,0.0272,0.0653,0.0043,19.0
United States of America,2010.0,en,0.0,5.0,3.0,1.0,Comedy,July,18.0,0.0173,0.0686,0.0047,54.0
"France, Italy",2010.0,it,0.0,5.0,1.0,1.0,Drama,May,21.0,0.0227,0.067,0.0045,25.0
"United States of America, Canada",2010.0,en,8000000.0,5.0,2.0,1.0,Action,January,19.0,0.0302,0.0639,0.0041,34.0
United States of America,2010.0,en,21000000.0,5.0,1.0,1.0,Drama,November,5.0,0.0213,0.0674,0.0045,14.0
United States of America,2010.0,en,0.0,5.0,3.0,1.0,Drama,August,4.0,0.0291,0.0645,0.0042,18.0
"Argentina, France, United States of America",2010.0,en,0.0,5.0,2.0,1.0,Mystery,February,25.0,0.0262,0.0657,0.0043,20.0
United States of America,2010.0,en,5000000.0,5.0,1.0,2.0,Drama,August,26.0,0.0309,0.0636,0.004,25.0
Mexico,2010.0,es,0.0,3.0,3.0,1.0,Drama,January,1.0,0.0259,0.0658,0.0043,34.0
"Canada, Italy, United States of America",2010.0,en,30000000.0,5.0,2.0,1.0,Comedy,October,26.0,0.0189,0.0681,0.0046,4.0
Norway,2010.0,no,0.0,5.0,1.0,1.0,Horror,October,15.0,0.0221,0.0672,0.0045,47.0
United States of America,2010.0,en,0.0,5.0,5.0,1.0,Animation,July,30.0,0.0267,0.0655,0.0043,18.0
Australia,2010.0,en,0.0,5.0,3.0,1.0,Horror,May,28.0,0.0182,0.0683,0.0047,47.0
"Italy, Spain, United Kingdom, United States of America",2010.0,it,14000000.0,5.0,4.0,1.0,Crime,March,13.0,0.0216,0.0673,0.0045,16.0
Germany,2010.0,de,0.0,5.0,2.0,1.0,Family,January,21.0,0.0182,0.0683,0.0047,14.0
Canada,2010.0,en,12500000.0,5.0,3.0,1.0,Comedy,September,16.0,0.0237,0.0666,0.0044,35.0
